大きな石が地面にどしっと落ちた。;おおきな いし が じめん に どしっと おちた。;A large rock fell to the ground with a thud.;どしっ	ドシッ	thudding	onomatopoeia
彼は怒って家をプイと出て行った。;かれ は おこって いえ を ぷい と でて いった。;He stormed out of the house in a huff.;ぷい	プイ	leave in a fit of ill humour	action	sudden
彼は私を無視してぷいと顔を背けた。;かれ は わたし を むし して ぷい と かお を そむけた。;He ignored me and turned his face away with a huff.;ぷい	プイ	turning away	facial expression
彼はテストの結果を見て、ふーとため息をついた。;かれ は てすと の けっか を みて、ふー と ためいき を ついた。;He sighed 'ふー' upon seeing his test results.;ふー	フー	"""siiigh"""	onomatopoeia	human noises
彼女は緊張をほぐすために、静かに息をふーと吐いた。;かのじょ は きんちょう を ほぐす ため に、しずかに いき を ふー と はいた;To ease her tension, she exhaled softly, saying 'fuu'. ;ふー	フー	exhaling lightly	performing an action
彼は驚きすぎて、突然ふーっと意識を失った。;かれ は おどろき すぎ て、 とつぜん ふーっと いしき を うしなった。;He was so shocked that he suddenly lost consciousness.;ふーっ	フーッ	to lose consciousness	body function
彼は頬を膨らませて、ぶーっと息を吐いた。;かれ は ほお を ふくらませて、ぶーっといきをはきた。;He puffed out his cheeks and blew out his breath in a huff.;ぶーっ	ブーッ	to puff out	performing an action
彼は笑い出して、ジュースをぶーっと吹き出してしまった。;かれ は わらいだして、ジュース を ぶーっと ふきだして しまった。;He burst into laughter and ended up blowing out juice.;ぶーっ	ブーッ	"blowing something out of the mouth, bursting into laughter"	performing an action
彼は急に口から水をぷーっと吹き出した。;かれ は きゅうに くち から みず を ぷーっと ふきだした。;He suddenly spat out water with a 'puu!' sound.;ぷーっ	プーッ	spitting	onomatopoeia	human noises
彼は大きくぷーっと息を吐いた。;かれ は おおきく ぷーっと いき を はいた。;He forcefully exhaled a big breath.;ぷーっ	プーッ	forcefully exhaling	performing an action
彼は風船をぷーっと膨らませた。;かれ は ふうせん を ぷーっと ふくらませた。;He puffed up the balloon.;ぷーっ	プーッ	"puff up, inflate"	state	air
彼は走った後にふーふー息をしていた。;かれ は はしった あとに ふーふー いき を していた。;He was panting after running.;ふーふー	フーフー	to pant	body function
彼は借金の圧力にフーフー言っている。;かれ は しゃっきん の あつりょく に ふーふー いっている。;He is panting under the pressure of debt.;ふーふー	フーフー	to pant under debt pressure	money issues
彼は長い坂を登りきって、息をふーふーしていた。;かれ は ながい さか を のぼりきって、いき を ふーふー して いた。;He climbed the long slope and was panting.;ふーふー	フーフー	panting	onomatopoeia	human noises
熱いスープを冷ますために、彼はふーふーと息を吹きかけた。;あつい すーぷ を さます ために かれ は ふーふー と いき を ふきかけた。;He blew repeatedly on the hot soup to cool it down.;ふーふー	フーフー	blowing repeatedly and forcefully	performing an action
豚がブーブー鳴いている。;ぶた が ぶーぶー ないて いる。;The pig is oinking.;ぶーぶー	ブーブー	oink	onomatopoeia	pig
その象が不満そうにブーブーと鳴いた。;その ぞう が ふまんそう に ぶーぶー と ないた。;The elephant trumpeted discontentedly.;ぶーぶー	ブーブー	trumpeting	onomatopoeia
蜂が部屋の中でぶーんと飛んでいます。;はち が へや の なか で ぶーん と とんでいます。;The bee is buzzing around inside the room.;ぶーん	ブーン	buzz	onomatopoeia	bee
プリンがたべられてしまって、彼はぷーんとしている。;ぷりん が たべられて しまって、かれ は ぷーん と して いる。;He was peeved because someone ate his pudding.;ぷーん	プーン	"look angry, look peeved"	emotions	anger
彼女は彼の冗談にプーンと怒っていた。;かのじょ は かれ の じょうだん に ぷーん と おこっていた。;She was peeved at his joke.;ぷーん	プーン	"peeved, angry"	facial expression	anger
ハチは花の周りをぶんぶんと飛んでいた。;はち は はな の まわり を ぶんぶん と とんでいた。;The bee was buzzing around the flower.;ぶーんぶーん	ブーンブーン	buzzing	onomatopoeia
その ソファ は とても ふかふか で、 すぐに 眠りに つけそう です。;その ソファ は とても ふかふか で、 すぐに ねむりに つけそう です。;That sofa is so fluffy and soft, it looks like you could fall asleep right away.;ふかふか	フカフカ	"fluffy, soft, comfortable"	feelings
猫のベッドはふかふかです。;ねこの べっど は ふかふか です。;The cat's bed is fluffy.;ふかふか	フカフカ	"fluffy, soft"	texture
その靴はぶかぶかで、歩くたびにカポカポ音がする。;その くつ は ぶかぶか で、あるく たび に かぽかぽ おと が する。;Those shoes are overly large, making a clopping sound with each step.;ぶかぶか	ブカブカ	overly large	form
その子供はプールでぶかぶかと浮かんでいた。;その こども は プール で ぶかぶか と うかんで いた。;The child was bobbing and floating in the pool.;ぶかぶか	ブカブカ	bobbing	motions	floating
おもちゃの船が水にぷかぷかと浮かんでいる。;おもちゃ の ふね が みず に ぷかぷか と うかんで いる。;The toy boat is bobbing on the water.;ぷかぷか	プカプカ	"bobbing, drifting"	motions	floating
彼はベランダでタバコをぷかぷか吸っている。;かれ は べらんだ で たばこ を ぷかぷか すって いる。;He is smoking heavily on the balcony.;ぷかぷか	プカプカ	smoking heavily	performing an action
シャボン玉が空へぷかりと浮かんでいく。;しゃぼん だま が そら へ ぷかり と うかんで いく。;The soap bubbles float up into the sky.;ぷかり	プカリ	float up	motions	floating
小舟が湖にぷかりぷかりと浮かんでいる。;こぶね が みずうみ に ぷかりぷかり と うかんでいる。;The small boat is slowly floating on the lake.;ぷかりぷかり	プカリプカリ	slowly float	motions	floating
彼のほっぺたがふくっと膨らんだ。;かれ の ほっぺた が ふくっと ふくらんだ。;His cheeks puffed up round.;ふくっ	フクッ	"round, swollen"	resultant state
彼のリュックは本でぱんぱんになっていて、ブクッと膨らんでいる。;かれ の りゅっく は ほん で ぱんぱん に なっていて、ぶくっ と ふくらんでいる。;His backpack is packed with books, and it's swollen and misshapen.;ぶくっ	ブクッ	swollen (misshapen)	form
お風呂の中で泡がぶくっと浮かんでいる。;お ふろ の なか で あわ が ぶくっと うかんでいる。;In the bath, bubbles are floating and bubbling up.;ぶくっ	ブクッ	bubbling up	motions	floating
パンがぶくっと膨らんで、パン生地が空気でいっぱいになりました。;ぱん が ぶくっと ふくらんで、ぱん きじ が くうき で いっぱい に なりました。;The bread swelled up and the dough was filled with air.;ぶくっ	ブクッ	swell up (misshapen)	state	air
彼の顔は怒るとすぐにプクッと膨れた。;かれ の かお は おこる と すぐ に ぷくっ と ふくれた。;His face puffed up round instantly when he got angry.;ぷくっ	プクッ	swelling (round)	form
彼のほっぺたがぷくっと膨らんだ。;かれ の ほっぺた が ぷくっと ふくらんだ。;His cheek puffed up.;ぷくっ	プクッ	"round, swollen"	resultant state
かえるのほほがぷくっとふくらんだ。;かえる の ほほ が ぷくっと ふくらんだ。;The frog's cheeks swelled up into round puffs.;ぷくっ	プクッ	swell up (round)	state	air
お湯がぶくっぶくっと沸騰している。;お ゆ が ぶくっ ぶくっ と ふっとう して いる。;The water is boiling and bubbling.;ぶくっぶくっ	ブクッブクッ	bubbling	state	liquids
お風呂でぶくぶくと泡が立っている。;おふろ で ぶくぶく と あわ が たっている。;Bubbles are gurgling up in the bath.;ぶくぶく	ブクブク	gurgling	onomatopoeia	water
お風呂の中で石鹸がぶくぶく泡立っている。;お ふろ の なか で せっけん が ぶくぶく あわだって いる。;The soap is bubbling in the bathtub.;ぶくぶく	ブクブク	bubbling	state	liquids
彼は最近、ぶくぶく太ってきている。;かれ は さいきん 、 ぶくぶく ふとって きて いる。;He has been getting plump lately.;ぶくぶく	ブクブク	"plump, getting flabbier"	the body
彼の髪は風になびいてふさふさしている。;かれ の かみ は かぜ に なびいて ふさふさ している。;His hair is blowing in the wind and looks bushy.;ふさふさ	フサフサ	"bushy, hanging down in bunches"	form
彼女はぶすっとした顔をしていた。;かのじょ は ぶすっと した かお を していた。;She had a sullen look on her face.;ぶすっ	ブスッ	"sullen look, sulky, gloomy (showing discontent)"	facial expression
彼女はいつもブスッとした顔をしている。;かのじょ は いつも ぶすっ とした かお を している。;She always has a sullen expression on her face.;ぶすっ	ブスッ	"sullen, sulky"	mood	down
彼はブスッと針で風船を刺しました。;かれ は ぶすっ と はり で ふうせん を さしました。;He stabbed the balloon with a needle.;ぶすっ	ブスッ	stabbing (once)	performing an action	cutting
注射器が腕に触れるとプスッという音がした。;ちゅうしゃき が うで に ふれる と ぷすっ という おと が した。;When the needle touched my arm, there was a 'pusu' sound.;ぷすっ	プスッ	"jab, the sound of a jab"	action
火がブスブスと音を立てている。;ひ が ぶすぶす と おと を たてている。;The fire is crackling.;ぶすぶす	ブスブス	rustling	onomatopoeia	fire
犯人がぶすぶすと果物をナイフで切っていた。;はんにん が ぶすぶす と くだもの を ナイフ で きって いた。;The culprit was repetitively stabbing and cutting the fruit with a knife.;ぶすぶす	ブスブス	repetetively stabbing	performing an action	cutting
彼は上司のいないところでぶすぶす文句を言っている。;かれ は じょうし の いない ところ で ぶすぶす もんく を いっている。;He is complaining behind his boss's back.;ぶすぶす	ブスブス	complaining behind someone's back	speech
火がぶすぶすと燃えている。;ひ が ぶすぶす と もえている。;The fire is smoldering.;ぶすぶす	ブスブス	"smolder, simmer"	state	fire
彼女は私にぶすりとした顔を向けた。;かのじょ は わたし に ぶすり と した かお を むけた。;She turned a sullen look towards me.;ぶすり	ブスリ	"sullen look, sulky, gloomy"	facial expression
彼は痛くないようにブスリと注射を打った。;かれ は いたくない ように ぶすり と ちゅうしゃ をうった。;He administered the shot quickly so it wouldn't hurt.;ぶすり	ブスリ	driving a needle through	performing an action	cutting
ふとした瞬間に笑い声を聞いて、彼女はふっと振り返った。;ふ と し た しゅんかん に わらい ごえ を き い て 、 かのじょ は ふっ と ふりかえっ た 。;At an unexpected moment, she heard laughter and suddenly turned around.;ふっ	フッ	unexpected	action	sudden
ふっ と ドア が 開 い た。;ふっ と どあ が あ い た。;Suddenly, the door opened.;ふっ	フッ	unexpected	action	sudden
突然、ふっと思い出した。;とつぜん、ふっと おもいだした。;Suddenly, I remembered.;ふっ	フッ	a sudden idea	mental actions	ideas
彼は突然の失敗にふっと思わず笑ってしまった。;かれは とつぜん の しっぱい に ふっ と おもわず わらって しまった。;He suddenly burst into a laugh at his unexpected failure.;ふっ	フッ	by change	mental actions	reflection
彼 は 話 を した とたん に 、 ふっ と 姿 を 消した 。;かれ は はなし を した とたん に 、 ふっと すがた を けした 。;As soon as he finished speaking, he suddenly vanished.;ふっ	フッ	"sudden stop, disappearing"	motions
彼はテストの成績を見て、ふっとため息をついた。;かれ は てすと の せいせき を み て、ふっ と ためいき を つい た。;He took a sigh of relief after seeing his test score.;ふっ	フッ	"""sigh"""	onomatopoeia	human noises
彼はふっと笑った。;かれ は ふっ と わらっ た。;He let out a light laugh.;ふっ	フッ	light exhaling	performing an action
彼女は笑いをこらえて、ふっ、と息を吐いた。;かのじょ は わらい を こらえて 、 ふっ 、 と いき を はいた 。;She suppressed a laugh and exhaled lightly.;ふっ	フッ	exhaling lightly	performing an action
彼は冗談を言う友達にぷっ、と吹き出した。;かれ は じょうだん を いう ともだち に ぷっ、 と ふきだした。;He puffed up with laughter at his friend's joke.;ぷっ	プッ	"to puff up, to pout "	facial expression
先生の冗談に生徒たちはプッと笑った。;せんせい の じょうだん に せいとたち は ぷっ と わらった。;The students burst into laughter at the teacher's joke.;ぷっ	プッ	a burst of laughter	laughter
彼女は思わず飲み物を口からぷっと吹き出した。;かのじょ は おもわず のみもの を くち から ぷっ と ふきだした。;She involuntarily spat the drink out of her mouth with a 'puh.';ぷっ	プッ	spitting	onomatopoeia	human noises
口に入れた水が熱すぎて思わず「ぷっ」と噴き出してしまった。;くち に はいれた みず が あつすぎて おもわず 「ぷっ」 と ふきだして しまった。;The water I put in my mouth was too hot, and I couldn't help but splutter it out.;ぷっ	プッ	spitting something out	performing an action
このパンはふっからしていておいしい。;この ぱん は ふっから して いて おいしい。;This bread is fluffy and delicious.;ふっから	フッカラ	"fluffy, soft and swollen"	physical state	soft
彼は朝からぶつくさ文句を言っている。;かれ は あさ から ぶつくさ もんく を いっている。;He has been grumbling complaints since morning.;ぶつくさ	ブツクサ	"grumble, mutter"	speech
彼のほっぺたはふっくらとしている。;かれ の ほっぺた は ふっくら としている。;His cheeks are puffy.;ふっくら	フックラ	"puffy, swollen"	form
彼の顔はふっくらとしていて、笑顔になると更に愛らしい。;かれ の かお は ふっくら と して いて、えがお に なる と さらに あいらしい。;His face is puffy, and it looks even more charming when he smiles.;ふっくら	フックラ	puffy	the body
彼女のほっぺたがぷっくりと膨れて可愛らしい。;かのじょ の ほっぺた が ぷっくり と ふくれて かわいらしい。;Her cheeks are adorably puffed up.;ぷっくり	プックリ	small swelling (round)	form
強い風で枝がぶつっと折れた。;つよい かぜ で えだ が ぶつっと おれた。;The branch snapped off in the strong wind.;ぶつっ	ブツッ	"snapping off, breaking off (suddenly)"	motions	desintegrate
古い木の枝がぷつっと折れた。;ふるい き の えだ が ぷつっと おれた。;The old tree branch snapped off suddenly.;ぷつっ	プツッ	"snapping off, breaking off (suddenly)"	motions	desintegrate
彼は針で指をぷつっと刺してしまった。;かれ は はり で ゆび を ぷつっと さして しまった。;He pricked his finger with a needle.;ぷつっ	プツッ	"prick, sting, pierce"	performing an action	stabbing
二人は長い友達でしたが、先週ふっつりと別れてしまいました。;ふたり は ながい ともだち でした が、せんしゅう ふっつり と わかれて しまいました。;They were long-time friends, but they suddenly and definitively broke up last week.;ふっつり	フッツリ	to [suddenly] definitively break up 	personal relations
彼はタバコをふっつり辞めた。;かれ は たばこ を ふっつり やめた。;He suddenly and completely gave up smoking.;ふっつり	フッツリ	giving up suddenly and completely	resultant state
枝がぶっつり折れた。;えだ が ぶっつり おれた。;The branch completely snapped.;ぶっつり	ブッツリ	completely sever by snapping/breaking	motions	desintegrate
彼の心はぷっつりと切れた。;かれ の こころ は ぷっつり と きれた。;His heart snapped completely.;ぷっつり	プッツリ	completely sever by snapping/breaking	motions	desintegrate
彼らは長年の友情をぷっつり切った。;かれら は ちょうねん の ゆうじょう を ぷっつり きった。;They definitively broke off their long-standing friendship.;ぷっつり	プッツリ	to [suddenly] definitively break up 	personal relations
途中で彼はぷっつり仕事を辞めた。;とちゅう で かれ は ぷっつり しごと を やめた 。;He suddenly and completely gave up his job halfway through.;ぷっつり	プッツリ	giving up suddenly and completely	resultant state
彼の冗談を聞いて、彼女はふっふっと笑った。;かれ の じょうだん を きいて、かのじょ は ふっふっ と わらった。;Upon hearing his joke, she laughed under her breath.;ふっふっ	フッフッ	laughing under one's breath	laughter
彼女は寒さで腕にぶつぶつができた。;かのじょ は さむさ で うで に ぶつぶつ が できた。;She got goosebumps on her arms from the cold.;ぶつぶつ	ブツブツ	goose-bumps	feelings
彼の顔にはぶつぶつがたくさんあった。;かれ の かお に は ぶつぶつ が たくさん あった。;His face had many bumps.;ぶつぶつ	ブツブツ	"bumpy, dimpled"	form
彼はいつも仕事のことをぶつぶつ言っている。;かれ は いつも しごと の こと を ぶつぶつ いって いる。;He is always grumbling about work.;ぶつぶつ	ブツブツ	"grumble, mutter"	speech
彼はぶつぶつと文句を言い続けた。;かれ は ぶつぶつ と もんく を いい つづけた。;He continued to mutter complaints under his breath.;ぶつぶつ	ブツブツ	mutter in a small voice	speech
お鍋のスープがぶつぶつ煮えている。;お なべ の すーぷ が ぶつぶつ にえている。;The soup in the pot is simmering.;ぶつぶつ	ブツブツ	simmering	state	liquids
お湯が鍋の中でしばらくぶつぶつと煮え始めた。;お ゆ が なべ の なか で しばらく ぶつぶつ と にえ はじめた。;The water started simmering in the pot for a while.;ぶつぶつ	ブツブツ	"simmering, bubbling"	state	liquids
彼の顔はぷつぷつのにきびがいっぱいだ。;かれ の かお は ぷつぷつ の にきび が いっぱい だ。;His face is covered with bumpy acne.;ぷつぷつ	プツプツ	"bumpy, dimpled"	form
枝がぷつりと折れた。;えだ が ぷつり と おれた 。;The branch snapped completely.;ぷつり	プツリ	completely sever by snapping/breaking	motions	desintegrate
猫を撫でるとき、ふにゃっとした感触が気持ちいい。;ねこ を なでる とき、ふにゃっと した かんしょく が きもちいい。;When I pet the cat, the soft and squishy feeling is pleasant.;ふにゃっ	フニャッ	a momentary feeling of something soft and squishy	feelings
彼の布団はふにゃふにゃになっていた。;かれの ふとんは ふにゃふにゃに なっていた。;His futon had become soft and flaccid.;ふにゃふにゃ	フニャフニャ	"soft, flaccid"	feelings
彼の手がふにゃりと私の手に触れた時、安心感が心を満たした。;かれ の て が ふにゃり と わたし の て に ふれた とき、あんしん かん が こころ を みたした。;When his hand softly touched mine, a feeling of reassurance filled my heart.;ふにゃり	フニャリ	a momentary feeling of something soft and squishy	feelings
赤ちゃんはお母さんに抱かれてふにゃんふにゃと眠った。;あかちゃん は おかあさん に だかれて ふにゃん ふにゃ と ねむった。;The baby softly collapsed and fell asleep in its mother's arms.;ふにゃんふにゃ	フニャンフニャ	to collapse softly	performing an action
彼のおなかはぶよぶよしている。;かれ の おなか は ぶよぶよ している 。;His belly is flabby.;ぶよぶよ	ブヨブヨ	"flabby, swollen"	form
彼の体は運動不足でぶよぶよになった。;かれ の からだ は うんどうぶそく で ぶよぶよ に なった 。;His body became flabby from lack of exercise.;ぶよぶよ	ブヨブヨ	"soft and swollen, flabby"	the body
彼は急に目眩がして、ふらっと後ろに倒れた。;かれ は きゅう に めまい が して 、 ふらっと うしろ に たおれた 。;He suddenly felt dizzy and reeled momentarily, falling backward.;ふらっ	フラッ	to reel momentarily	body function
彼は疲れて、駅のホームでふらっと立ち止まった。;かれ は つかれて 、 えき の ほーむ で ふらっと たちどまった 。;He was tired and momentarily staggered to a stop on the station platform.;ふらっ	フラッ	stagger momentarily	performing an action
彼女は疲れていて、ふらふらと歩いていました。;かのじょ は つかれて いて、ふらふら と あるいて いました。;She was tired and was walking unsteadily.;ふらふら	フラフラ	to reel shakily	body function
彼は疲れていて、道をふらふら歩いていた。;かれ は つかれていて、みち を ふらふら あるいて いた。;He was tired and was walking unsteadily down the street.;ふらふら	フラフラ	"waver, unsteady"	motions	swinging
彼は熱があるので、ふらふら歩いています。;かれ は ねつ が ある の で、ふらふら あるいて います。;He is walking unsteadily because he has a fever.;ふらふら	フラフラ	unsteady	performing an action	walking
彼は疲れているから、道をふらふら歩いていた。;かれ は つかれている から、 みち を ふらふら あるいて いた。;He was tired, so he walked unsteadily down the road.;ふらふら	フラフラ	"walking unsteady, swaying"	performing an action
彼は熱でふらふらしている。;かれ は ねつ で ふらふら して いる。;He is wavering due to a fever.;ふらふら	フラフラ	wavering	personal traits
彼は公園をぶらぶら散歩しました。;かれ は こうえん を ぶらぶら さんぽ しました。;He took a leisurely stroll in the park.;ぶらぶら	ブラブラ	leisurely	action
彼は一日中何も考えずにぶらぶらしていた。;かれ は いち にち じゅう なに も かんがえず に ぶらぶら していた。;He spent the entire day aimlessly loitering without thinking about anything.;ぶらぶら	ブラブラ	"aimlessly, loitering"	mental state
風で木の葉がぶらぶら揺れています。;かぜ で き の は が ぶらぶら ゆれて います。;The leaves on the tree are swaying back and forth in the wind.;ぶらぶら	ブラブラ	sway (dangling object)	motions	swinging
私は日曜日に公園をぶらぶら散歩します。;わたし は にちようび に こうえん を ぶらぶら さんぽ します。;I leisurely stroll around the park on Sundays.;ぶらぶら	ブラブラ	leisurely	performing an action	walking
風で提灯がぶらぶら揺れていた。;かぜ で ちょうちん が ぶらぶら ゆれていた。;The lanterns were dangling and swaying in the wind.;ぶらぶら	ブラブラ	dangling	spacial orientation
休日には公園をぶらぶらと散歩するのが好きです。;きゅうじつ には こうえん を ぶらぶら と さんぽ する の が すき です。;I like to stroll casually around the park on my days off.;ぶらぶら	ブラブラ	to loaf around	work attitude
彼はふらりと公園に立ち寄った。;かれ は ふらり と こうえん に たちよった。;He happened to stop by the park.;ふらり	フラリ	"by chance, to just happen"	action
彼は仕事帰りにふらりと居酒屋に立ち寄った。;かれ は しごと かえり に ふらり と いざかや に たちよった。;He staggered into a pub on a whim on his way home from work.;ふらり	フラリ	staggering with a stray	performing an action
日曜日、ぶらりと東京に行きました。;にちようび、ぶらりと とうきょうに いきました。;On Sunday, I just happened to go to Tokyo by chance.;ぶらり	ブラリ	"by chance, to just happen"	action
彼は午後、町をぶらりと歩いた。;かれ は ごご、 まち を ぶらり と あるいた。;In the afternoon, he wandered aimlessly around town.;ぶらり	ブラリ	hang around doing nothing	mental state
木の枝からぶらりと古いブランコが揺れている。;き の えだ から ぶらり と ふるい ぶらんこ が ゆれている。;An old swing hangs down and sways from the tree branch.;ぶらり	ブラリ	hanging down	spacial orientation
風鈴がやさしい風にぷらりと揺れた。;ふうりん が やさしい かぜ に ぷらり と ゆれた。;The wind chime swayed gently in the breeze.;ぷらり	プラリ	hanging down	spacial orientation
彼は公園の中をふらりふらりと歩いていた。;かれ は こうえん の なか を ふらりふらり と あるいて いた。;He was walking unsteadily through the park.;ふらりふらり	フラリフラリ	"unsteady, with swing"	performing an action	walking
彼は川岸をぶらりぶらり歩きました。;かれ は かわぎし を ぶらりぶらり あるきました。;He walked leisurely along the riverbank.;ぶらりぶらり	ブラリブラリ	"leisurely, with swing"	performing an action	walking
洗濯物が風でぶらりぶらりと揺れている。;せんたくもの が かぜ で ぶらりぶらり と ゆれている。;The laundry is swaying back and forth in the wind.;ぶらりぶらり	ブラリブラリ	hanging down and swaying	spacial orientation
この植物の枝は家の屋根からぷらんとぶら下がっていた。;この しょくぶつ の えだ は いえ の やね から ぷらん と ぶらさがって いた。;The branch of this plant was hanging down from the roof of the house.;ぷらん	プラン	hanging down	spacial orientation
風で洗濯物がぶらんぶらん揺れている。;かぜ で せんたくもの が ぶらんぶらん ゆれている。;The laundry is hanging down and swaying in the wind.;ぶらんぶらん	ブランブラン	hanging down and swaying	spacial orientation
彼は会議でぶりぶり怒った。;かれ は かいぎ で ぶりぶり おこった。;He fumed with anger during the meeting.;ぶりぶり	ブリブリ	"fume, fret (stronger than ぷりぷり)"	emotions	anger
彼はミーティングでぷりぷり怒った。;かれ は みーてぃんぐ で ぷりぷり おこった。;He fumed with anger during the meeting.;ぷりぷり	プリプリ	"fume, fret, act angry"	emotions	anger
彼は会議に遅刻して、部長はプリプリと怒っていた。;かれ は かいぎ に ちこく して、ぶちょう は ぷりぷり と おこって いた。;He was late to the meeting, and the manager was fuming with anger.;ぷりぷり	プリプリ	fuming with anger	facial expression	anger
この魚の身はぷりぷりしていて、新鮮さが感じられます。;この さかな の み は ぷりぷり していて、しんせんさ が かんじられます。;The flesh of this fish is firm and springy, making it feel fresh.;ぷりぷり	プリプリ	firm with resilient flesh	the body
寒くて体がぶるぶる震えました。;さむくて からだ が ぶるぶる ふるえました。;It was so cold that my body was shivering.;ぶるぶる	ブルブル	"shiver, tremble (due to cold, fear)"	feelings
寒さで子供がぶるぶる震えている。;さむさ で こども が ぶるぶる ふるえて いる。;The child is shivering from the cold.;ぶるぶる	ブルブル	"shiver, shake"	performing an action
彼は寒さでぶるぶるっと震えた。;かれ は さむさ で ぶるぶるっと ふるえた。;He shivered with cold.;ぶるぶるっ	ブルブルッ	"shiver, tremble (due to cold, fear)"	feelings
寒さに襲われて、彼はぶるぶるっと震えた。;さむさ に おそわれて、かれ は ぶるぶるっと ふるえた。;Attacked by the cold, he shivered.;ぶるぶるっ	ブルブルッ	"shiver, shake"	performing an action
風が吹くと、ふわーっと髪が揺れた。;かぜ が ふく と、ふわーっと かみ が ゆれた。;When the wind blew, my hair swayed gently.;ふわーっ	フワーッ	"a momentary light, soft sensation"	feelings
彼女の心は彼の優しい言葉にふわっと軽くなった。;かのじょ の こころ は かれ の やさしい ことば に ふわっと かるく なった。;Her heart felt momentarily light and soft from his kind words.;ふわっ	フワッ	"a momentary light, soft sensation"	feelings
猫のしっぽはふわっと揺れています。;ねこ の しっぽ は ふわっと ゆれて います。;The cat's tail is swaying softly.;ふわっ	フワッ	sway softly	motions	swinging
彼女のワンピースはカシミアでできていて、ふわふわの触り心地だった。;かのじょ の わんぴーす は かしみあ で できていて、ふわふわ の さわりごこち だった。;Her dress was made of cashmere and felt light, soft, and fluffy to the touch.;ふわふわ	フワフワ	light and soft and fluffy	feelings
彼の髪はふわふわしている。;かれ の かみ は ふわふわ している。;His hair is fluffy.;ふわふわ	フワフワ	"fluffly, spongy, soft"	flavour
彼は週末の午後にふわふわとソファに横たわった。;かれ は しゅうまつ の ごご に ふわふわ と そふぁ に よこたわった。;He lay lazily on the sofa on a weekend afternoon.;ふわふわ	フワフワ	lazily	mental state
雲はふわふわと空を漂っている。;くも は ふわふわ と そら を ただよっている。;The clouds are floating lightly in the sky.;ふわふわ	フワフワ	float lightly	motions	floating
彼の考えはいつもふわふわしている。;かれ の かんがえ は いつも ふわふわ している。;His thoughts are always frivolous.;ふわふわ	フワフワ	"frivolous, whimsical"	personal traits
今日は空からふわふわと雪が降ってきた。;きょう は そら から ふわふわ と ゆき が ふってきた。;Today, fluffy snow fell from the sky.;ふわふわ	フワフワ	floating	weather	snow
そのパンケーキはとてもぶわぶわでおいしいです。;その ぱんけーき は とても ぶわぶわ で おいしい です。;The pancake is very spongy and delicious.;ぶわぶわ	ブワブワ	spongy	form
風船がふわりと空に浮かぶ。;ふうせん が ふわり と そら に うかぶ。;The balloon floats lazily up into the sky.;ふわり	フワリ	float up lazily	motions	floating
風船がふわりふわりと空へ上がっていきます。;ふうせん が ふわりふわり と そら へ あがって いきます。;The balloon floats softly up into the sky.;ふわりふわり	フワリフワリ	floating softly on the air	motions	floating
彼の顔を見ると、怒りでぶんぶんしているのがすぐに分かりました。;かれ の かお を みる と、いかり で ぶんぶん している の が すぐ に わかりました。;Looking at his face, I could immediately tell he was peeved and full of anger.;ぶん	ブン	"peeved, angry"	facial expression	anger
彼は彼女の発言にぷんと怒って部屋を出て行った。;かれ は かのじょ の はつげん に ぷん と おこって へや を でていった。;He looked angry and stormed out of the room because of what she said.;ぷん	プン	"look angry, look peeved"	emotions	anger
カレーのぷんとした香りが部屋に広がった。;カレー の ぷん と した かおり が へや に ひろがった。;The pungent smell of curry spread throughout the room.;ぷん	プン	a momentary smell	smells
蜂が花の周りをぶんぶん飛んでいる。;はち が はな の まわり を ぶんぶん とんでいる。;A bee is buzzing around the flower.;ぶんぶん	ブンブン	humm	onomatopoeia	bee
彼はプンプンしながら部屋から出て行った。;かれ は ぷんぷん し ながら へや から でていった。;He left the room, bubbling with rage.;ぷんぷん	プンプン	bubbling with rage	emotions	anger
この部屋には、ぷんぷんとお菓子の甘い香りが漂っている。;この へや には、 ぷんぷん と おかし の あまい かおり が ただよっている。;The room is filled with the powerful sweet smell of sweets.;ぷんぷん	プンプン	a strong smell	smells
この布団はとてもふんわりしていて、まるで雲の上に寝ているようです。;この ふとん は とても ふんわり して いて、まるで くも の うえ に ねて いる よう です。;This futon is so soft and fluffy, it's like sleeping on a cloud.;ふんわり	フンワリ	to feel soft and light	feelings
風船は空にふんわりと漂っていた。;ふうせん は そら に ふんわり と ただよって いた。;The balloon was floating gently in the sky.;ふんわり	フンワリ	"floating, drifting"	motions	floating
この古いはしは、あまりにペカペカしていて危険です。;この ふるい はし は、あまりに ぺかぺか していて きけん です。;This old bridge gives way too easily and is dangerous.;ぺかぺか	ペカペカ	giving (way when force is applied)	structure
彼女は上司に挨拶するためにぺこっとお辞儀をした。;かのじょ は じょうし に あいさつ する ため に ぺこっと おじぎ を した。;She made a quick bow to greet her boss.;ぺこっ	ペコッ	making a quick bow	performing an action
私はお昼ご飯を食べ損ねて、お腹がペコペコです。;わたし は おひる ごはん を たべそこねて、 おなか が ぺこぺこ です。;I missed having lunch, so I'm feeling very hungry.;ぺこぺこ	ペコペコ	to feel very hungry	body function
彼女はお腹がぺこぺこです。;かのじょ は おなか が ぺこぺこ です。;She is very hungry.;ぺこぺこ	ペコペコ	clanking	onomatopoeia
